meeting_key,session_key,date,driver_number,lap_number,category,flag,scope,sector,qualifying_phase,message
1221,9221,2023-10-08T16:10:00+00:00,,1,Flag,GREEN,Track,,,GREEN LIGHT - PIT EXIT OPEN
1221,9221,2023-10-08T16:20:01+00:00,,1,Other,,,,,PIT EXIT CLOSED
1221,9221,2023-10-08T16:45:12+00:00,,1,Other,,,,,RISK OF RAIN FOR F1 RACE IS 0%
1221,9221,2023-10-08T16:57:08+00:00,,1,Drs,,,,,DRS DISABLED
1221,9221,2023-10-08T17:03:33.775000+00:00,,1,SessionStatus,,,,,SESSION STARTED
1221,9221,2023-10-08T17:03:34+00:00,,1,Flag,GREEN,Track,,,GREEN LIGHT - PIT EXIT OPEN
1221,9221,2023-10-08T17:03:48+00:00,,1,Flag,YELLOW,Sector,3.0,,YELLOW IN TRACK SECTOR 3
1221,9221,2023-10-08T17:04:43+00:00,,1,SafetyCar,,,,,SAFETY CAR DEPLOYED
1221,9221,2023-10-08T17:07:16+00:00,,2,Other,,,,,TURN 1 INCIDENT INVOLVING CAR 44 (HAM) NOTED - CROSSING THE TRACK
1221,9221,2023-10-08T17:07:49+00:00,,3,Other,,,,,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CAR 44 (HAM) WILL BE INVESTIGATED AFTER THE RACE - CROSSING THE TRACK
1221,9221,2023-10-08T17:08:18+00:00,,3,Other,,,,,INCIDENT INVOLVING CAR 27 (HUL) NOTED - INCORRECT STARTING LOCATION
1221,9221,2023-10-08T17:09:04+00:00,,3,Other,,,,,TURN 1 INCIDENT INVOLVING CARS 44 (HAM) AND 63 (RUS) NOTED - CAUSING A COLLISION
1221,9221,2023-10-08T17:10:07+00:00,,3,Other,,,,,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 44 (HAM) AND 63 (RUS) WILL BE INVESTIGATED AFTER THE RACE - CAUSING A COLLISION
1221,9221,2023-10-08T17:10:15+00:00,,4,Flag,CLEAR,Sector,3.0,,CLEAR IN TRACK SECTOR 3
1221,9221,2023-10-08T17:11:00+00:00,,4,SafetyCar,,,,,SAFETY CAR IN THIS LAP
1221,9221,2023-10-08T17:12:23+00:00,,4,Flag,CLEAR,Track,,,TRACK CLEAR
1221,9221,2023-10-08T17:14:36+00:00,,6,Other,,,,,FIA STEWARDS: INCIDENT INVOLVING CAR 27 (HUL) UNDER INVESTIGATION - INCORRECT STARTING LOCATION
1221,9221,2023-10-08T17:15:06+00:00,,6,Other,,,,,FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 27 (HUL) - INCORRECT STARTING LOCATION
1221,9221,2023-10-08T17:15:25+00:00,,6,Other,,,,,CAR 31 (OCO) TIME 1:31.865 DELETED - TRACK LIMITS AT TURN 12 LAP 5 20:13:57
1221,9221,2023-10-08T17:15:57+00:00,,7,Drs,,,,,DRS ENABLED
1221,9221,2023-10-08T17:16:15+00:00,,7,Other,,,,,CAR 24 (ZHO) TIME 1:33.411 DELETED - TRACK LIMITS AT TURN 1 LAP 5 20:14:12
1221,9221,2023-10-08T17:16:45+00:00,,7,Other,,,,,CAR 10 (GAS) TIME 1:32.599 DELETED - TRACK LIMITS AT TURN 12 LAP 5 20:13:59
1221,9221,2023-10-08T17:16:56+00:00,,7,Other,,,,,CAR 20 (MAG) TIME 1:33.919 DELETED - TRACK LIMITS AT TURN 1 LAP 5 20:14:15
1221,9221,2023-10-08T17:17:27+00:00,,8,Other,,,,,CAR 14 (ALO) TIME 1:30.540 DELETED - TRACK LIMITS AT TURN 4 LAP 7 20:16:18
