position,driver_number,lap_duration,meeting_key,session_key
1,1,88.877,1220,9169
2,81,89.458,1220,9169
3,4,89.493,1220,9169
4,16,89.542,1220,9169
5,11,89.65,1220,9169
6,55,89.85,1220,9169
7,44,89.908,1220,9169
8,63,90.219,1220,9169
9,22,90.303,1220,9169
10,14,90.56,1220,9169
11,40,90.508,1220,9169
12,10,90.509,1220,9169
13,23,90.537,1220,9169
14,31,90.586,1220,9169
15,20,90.665,1220,9169
16,77,91.049,1220,9169
17,18,91.181,1220,9169
18,27,91.299,1220,9169
19,24,91.398,1220,9169
20,2,,1220,9169
