meeting_key,session_key,date,driver_number,lap_number,category,flag,scope,sector,qualifying_phase,message
1218,9157,2023-09-03T12:02:18+00:00,,1,Other,,,,,PINK HEAD PADDING MATERIAL MUST BE USED
1218,9157,2023-09-03T12:10:00+00:00,,1,Flag,GREEN,Track,,,GREEN LIGHT - PIT EXIT OPEN
1218,9157,2023-09-03T12:20:00+00:00,,1,Other,,,,,PIT EXIT CLOSED
1218,9157,2023-09-03T12:45:27+00:00,,1,Other,,,,,RISK OF RAIN FOR F1 RACE IS 0%
1218,9157,2023-09-03T12:49:15+00:00,,1,Other,,,,,PIT LANE ENTRY CLOSED
1218,9157,2023-09-03T12:49:19+00:00,,1,Other,,,,,PIT LANE ENTRY OPEN
1218,9157,2023-09-03T12:57:04+00:00,,1,Drs,,,,,DRS DISABLED
1218,9157,2023-09-03T13:03:08+00:00,,1,Other,,,,,ABORTED START
1218,9157,2023-09-03T13:03:39+00:00,,1,Flag,DOUBLE YELLOW,Sector,14.0,,DOUBLE YELLOW IN TRACK SECTOR 14
1218,9157,2023-09-03T13:03:41+00:00,,1,Flag,DOUBLE YELLOW,Sector,13.0,,DOUBLE YELLOW IN TRACK SECTOR 13
1218,9157,2023-09-03T13:12:59+00:00,,1,Flag,CLEAR,Sector,14.0,,CLEAR IN TRACK SECTOR 14
1218,9157,2023-09-03T13:13:01+00:00,,1,Flag,CLEAR,Sector,13.0,,CLEAR IN TRACK SECTOR 13
1218,9157,2023-09-03T13:13:20+00:00,,1,Other,,,,,FORMATION LAP WILL START AT 15:20
1218,9157,2023-09-03T13:23:22.770000+00:00,,1,SessionStatus,,,,,SESSION STARTED
1218,9157,2023-09-03T13:23:23+00:00,,1,Flag,GREEN,Track,,,GREEN LIGHT - PIT EXIT OPEN
1218,9157,2023-09-03T13:26:28+00:00,,3,Drs,,,,,DRS ENABLED
1218,9157,2023-09-03T13:29:28+00:00,,5,Other,,,,,CAR 14 (ALO) TIME 1:27.546 DELETED - TRACK LIMITS AT TURN 10 LAP 3 15:27:31
1218,9157,2023-09-03T13:31:29+00:00,,6,Other,,,,,CAR 4 (NOR) TIME 1:27.142 DELETED - TRACK LIMITS AT TURN 7 LAP 5 15:30:09
1218,9157,2023-09-03T13:43:45+00:00,,15,Other,,,,,CAR 63 (RUS) TIME 1:27.285 DELETED - TRACK LIMITS AT TURN 2 LAP 14 15:42:27
1218,9157,2023-09-03T13:43:49+00:00,,15,Other,,,,,CAR 11 (PER) TIME 1:27.451 DELETED - TRACK LIMITS AT TURN 2 LAP 14 15:42:27
1218,9157,2023-09-03T13:53:44+00:00,,21,Other,,,,,TURN 2 INCIDENT INVOLVING CARS 63 (RUS) AND 31 (OCO) NOTED - LEAVING THE TRACK AND GAINING AN ADVANTAGE
1218,9157,2023-09-03T13:55:41+00:00,,23,Other,,,,,FIA STEWARDS: TURN 2 INCIDENT INVOLVING CARS 63 (RUS) AND 31 (OCO) UNDER INVESTIGATION - LEAVING THE TRACK AND GAINING AN ADVANTAGE
1218,9157,2023-09-03T13:57:32+00:00,,24,Other,,,,,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 63 (RUS) - LEAVING THE TRACK AND GAINING AN ADVANTAGE
1218,9157,2023-09-03T13:59:00+00:00,,25,Other,,,,,TURN 1 INCIDENT INVOLVING CARS 4 (NOR) AND 81 (PIA) NOTED - CAUSING A COLLISION
1218,9157,2023-09-03T14:02:19+00:00,,27,Other,,,,,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 4 (NOR) AND 81 (PIA) REVIEWED NO FURTHER INVESTIGATION - CAUSING A COLLISION
1218,9157,2023-09-03T14:19:30+00:00,,39,Other,,,,,CAR 4 (NOR) TIME 1:27.567 DELETED - TRACK LIMITS AT TURN 2 LAP 38 16:18:11
1218,9157,2023-09-03T14:20:04+00:00,20.0,40,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 16:20:03
1218,9157,2023-09-03T14:20:22+00:00,20.0,40,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 16:20:22
1218,9157,2023-09-03T14:21:08+00:00,31.0,40,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:21:07
