position,driver_number,lap_duration,meeting_key,session_key
1,81,74.67,1260,9983
2,1,74.704,1260,9983
3,63,74.807,1260,9983
4,4,74.962,1260,9983
5,14,75.431,1260,9983
6,55,75.432,1260,9983
7,23,75.473,1260,9983
8,18,75.581,1260,9983
9,6,75.746,1260,9983
10,10,75.787,1260,9983
11,16,75.604,1260,9983
12,44,75.765,1260,9983
13,12,75.772,1260,9983
14,5,76.26,1260,9983
15,30,76.379,1260,9983
16,43,,1260,9983
17,27,76.518,1260,9983
18,31,76.613,1260,9983
19,87,76.918,1260,9983
20,22,,1260,9983
