meeting_key,session_key,date,driver_number,lap_number,category,flag,scope,sector,qualifying_phase,message
1224,9205,2023-11-05T16:04:57+00:00,,1,Other,,,,,PINK HEAD PADDING MATERIAL MUST BE USED
1224,9205,2023-11-05T16:10:02+00:00,,1,Flag,GREEN,Track,,,GREEN LIGHT - PIT EXIT OPEN
1224,9205,2023-11-05T16:20:01+00:00,,1,Other,,,,,PIT EXIT CLOSED
1224,9205,2023-11-05T16:45:09+00:00,,1,Other,,,,,RISK OF RAIN FOR F1 RACE IS 0 %
1224,9205,2023-11-05T16:57:05+00:00,,1,Drs,,,,,DRS DISABLED
1224,9205,2023-11-05T17:01:00+00:00,,1,Flag,DOUBLE YELLOW,Sector,8.0,,DOUBLE YELLOW IN TRACK SECTOR 8
1224,9205,2023-11-05T17:01:14+00:00,,1,Flag,CLEAR,Sector,8.0,,CLEAR IN TRACK SECTOR 8
1224,9205,2023-11-05T17:01:14+00:00,,1,Flag,YELLOW,Sector,8.0,,YELLOW IN TRACK SECTOR 8
1224,9205,2023-11-05T17:01:46+00:00,,1,Flag,CLEAR,Sector,8.0,,CLEAR IN TRACK SECTOR 8
1224,9205,2023-11-05T17:02:00+00:00,,1,Flag,YELLOW,Sector,9.0,,YELLOW IN TRACK SECTOR 9
1224,9205,2023-11-05T17:02:15+00:00,,1,Flag,CLEAR,Sector,9.0,,CLEAR IN TRACK SECTOR 9
1224,9205,2023-11-05T17:03:22.841000+00:00,,1,SessionStatus,,,,,SESSION STARTED
1224,9205,2023-11-05T17:03:23+00:00,,1,Flag,GREEN,Track,,,GREEN LIGHT - PIT EXIT OPEN
1224,9205,2023-11-05T17:03:32+00:00,,1,Flag,DOUBLE YELLOW,Sector,2.0,,DOUBLE YELLOW IN TRACK SECTOR 2
1224,9205,2023-11-05T17:03:50+00:00,,1,SafetyCar,,,,,SAFETY CAR DEPLOYED
1224,9205,2023-11-05T17:04:04+00:00,,1,SafetyCar,,,,,SAFETY CAR THROUGH THE PIT LANE
1224,9205,2023-11-05T17:06:35+00:00,,2,Flag,RED,Track,,,RED FLAG
1224,9205,2023-11-05T17:06:35+00:00,,2,Flag,CLEAR,Sector,2.0,,CLEAR IN TRACK SECTOR 2
1224,9205,2023-11-05T17:06:35.195000+00:00,,2,SessionStatus,,,,,SESSION ABORTED
1224,9205,2023-11-05T17:15:39+00:00,,3,Other,,,,,"ORDER FOR RESTART: 1, 4, 44, 14, 18, 63, 11, 55, 31, 22, 10, 77, 24, 2, 27, 81, 3"
1224,9205,2023-11-05T17:19:22+00:00,,3,Other,,,,,PIT LANE ENTRY OPEN
1224,9205,2023-11-05T17:20:25+00:00,,3,Other,,,,,RACE WILL RESUME AT 14:31
1224,9205,2023-11-05T17:24:57+00:00,,3,Other,,,,,LAP 1 TURN 1 INCIDENT INVOLVING CARS 23 (ALB) AND 20 (MAG) NOTED - CAUSING A COLLISION
1224,9205,2023-11-05T17:27:51+00:00,,3,Flag,CLEAR,Track,,,TRACK CLEAR
1224,9205,2023-11-05T17:29:01+00:00,,3,Other,,,,,RACE WILL RESUME AT 14:31 - STANDING START PROCEDURE
1224,9205,2023-11-05T17:30:46+00:00,,3,Other,,,,,ALL CARS MAY OVERTAKE THE SAFETY CAR
1224,9205,2023-11-05T17:31:00.366000+00:00,,3,SessionStatus,,,,,SESSION STARTED
1224,9205,2023-11-05T17:35:37+00:00,,5,Other,,,,,FIA STEWARDS: LAP 1 TURN 1 INCIDENT INVOLVING CARS 23 (ALB) AND 20 (MAG) REVIEWED NO FURTHER INVESTIGATION - CAUSING A COLLISION
1224,9205,2023-11-05T17:36:37+00:00,,5,Drs,,,,,DRS ENABLED
1224,9205,2023-11-05T17:48:25+00:00,3.0,15,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 3 (RIC) TIMED AT 14:48:24
1224,9205,2023-11-05T17:49:47+00:00,81.0,16,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 81 (PIA) TIMED AT 14:49:46
1224,9205,2023-11-05T17:52:14+00:00,3.0,18,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 3 (RIC) TIMED AT 14:52:14
1224,9205,2023-11-05T18:02:09+00:00,81.0,26,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 81 (PIA) TIMED AT 15:02:08
1224,9205,2023-11-05T18:03:20+00:00,3.0,27,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 3 (RIC) TIMED AT 15:03:20
1224,9205,2023-11-05T18:05:47+00:00,3.0,28,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 3 (RIC) TIMED AT 15:05:47
1224,9205,2023-11-05T18:14:25+00:00,3.0,35,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 3 (RIC) TIMED AT 15:14:25
1224,9205,2023-11-05T18:15:05+00:00,81.0,36,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 81 (PIA) TIMED AT 15:15:05
1224,9205,2023-11-05T18:16:58+00:00,3.0,37,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 3 (RIC) TIMED AT 15:16:57
1224,9205,2023-11-05T18:18:12+00:00,81.0,38,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 81 (PIA) TIMED AT 15:18:12
1224,9205,2023-11-05T18:37:35+00:00,81.0,54,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 81 (PIA) TIMED AT 15:37:35
1224,9205,2023-11-05T18:37:56+00:00,81.0,54,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 81 (PIA) TIMED AT 15:37:55
1224,9205,2023-11-05T18:38:27+00:00,81.0,54,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 81 (PIA) TIMED AT 15:38:26
1224,9205,2023-11-05T18:41:40+00:00,81.0,57,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 81 (PIA) TIMED AT 15:41:39
1224,9205,2023-11-05T18:42:07+00:00,3.0,57,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 3 (RIC) TIMED AT 15:42:06
1224,9205,2023-11-05T18:42:55+00:00,3.0,58,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 3 (RIC) TIMED AT 15:42:55
1224,9205,2023-11-05T18:43:33+00:00,81.0,58,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 81 (PIA) TIMED AT 15:43:32
1224,9205,2023-11-05T18:43:42+00:00,63.0,58,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 15:43:42
1224,9205,2023-11-05T18:45:13+00:00,2.0,59,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 15:45:13
1224,9205,2023-11-05T18:50:19+00:00,81.0,63,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 81 (PIA) TIMED AT 15:50:19
1224,9205,2023-11-05T18:51:37+00:00,81.0,65,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 81 (PIA) TIMED AT 15:51:36
1224,9205,2023-11-05T18:51:53+00:00,2.0,65,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 15:51:53
1224,9205,2023-11-05T18:53:42+00:00,31.0,66,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 15:53:41
1224,9205,2023-11-05T18:58:49+00:00,31.0,70,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 15:58:48
1224,9205,2023-11-05T19:00:11.945000+00:00,,71,SessionStatus,,,,,SESSION FINISHED
1224,9205,2023-11-05T19:00:12+00:00,,71,Flag,CHEQUERED,Track,,,CHEQUERED FLAG
