meeting_key,session_key,date,driver_number,lap_number,category,flag,scope,sector,qualifying_phase,message
1220,9173,2023-09-24T04:10:00+00:00,,1,Flag,GREEN,Track,,,GREEN LIGHT - PIT EXIT OPEN
1220,9173,2023-09-24T04:20:00+00:00,,1,Other,,,,,PIT EXIT CLOSED
1220,9173,2023-09-24T04:45:06+00:00,,1,Other,,,,,RISK OF RAIN FOR F1 RACE IS 0%
1220,9173,2023-09-24T04:57:04+00:00,,1,Drs,,,,,DRS DISABLED
1220,9173,2023-09-24T05:04:05+00:00,,1,Flag,GREEN,Track,,,GREEN LIGHT - PIT EXIT OPEN
1220,9173,2023-09-24T05:04:05.252000+00:00,,1,SessionStatus,,,,,SESSION STARTED
1220,9173,2023-09-24T05:04:32+00:00,,1,Flag,YELLOW,Sector,4.0,,YELLOW IN TRACK SECTOR 4
1220,9173,2023-09-24T05:04:38+00:00,,1,Flag,CLEAR,Sector,4.0,,CLEAR IN TRACK SECTOR 4
1220,9173,2023-09-24T05:05:18+00:00,,1,SafetyCar,,,,,SAFETY CAR DEPLOYED
1220,9173,2023-09-24T05:06:30+00:00,,2,Flag,DOUBLE YELLOW,Sector,2.0,,DOUBLE YELLOW IN TRACK SECTOR 2
1220,9173,2023-09-24T05:08:44+00:00,,2,Other,,,,,LAP 1 TURN 1 NOTED
1220,9173,2023-09-24T05:11:45+00:00,,4,Other,,,,,INCIDENT INVOLVING CAR 11 (PER) NOTED - SAFETY CAR INFRINGEMENT
1220,9173,2023-09-24T05:12:36+00:00,,4,Flag,CLEAR,Sector,2.0,,CLEAR IN TRACK SECTOR 2
1220,9173,2023-09-24T05:12:41+00:00,,4,SafetyCar,,,,,SAFETY CAR IN THIS LAP
1220,9173,2023-09-24T05:13:56+00:00,,4,Flag,CLEAR,Track,,,TRACK CLEAR
1220,9173,2023-09-24T05:16:02+00:00,77.0,5,CarEvent,,,,,CAR 77 (BOT) OFF TRACK AND CONTINUED AT TURN 11
1220,9173,2023-09-24T05:16:55+00:00,,6,Other,,,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 11
1220,9173,2023-09-24T05:17:07+00:00,,6,Other,,,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 12
1220,9173,2023-09-24T05:17:13+00:00,,6,Flag,CLEAR,Sector,12.0,,CLEAR IN TRACK SECTOR 12
