position,driver_number,number_of_laps,points,dnf,dns,dsq,duration,gap_to_leader,meeting_key,session_key
1.0,1,71,25.0,False,False,False,7350.814,0.0,1223,9181
2.0,44,71,19.0,False,False,False,7364.689,13.875,1223,9181
3.0,16,71,15.0,False,False,False,7373.938,23.124,1223,9181
4.0,55,71,12.0,False,False,False,7377.968,27.154,1223,9181
5.0,4,71,10.0,False,False,False,7384.08,33.266,1223,9181
6.0,63,71,8.0,False,False,False,7391.834,41.02,1223,9181
7.0,3,71,6.0,False,False,False,7392.384,41.57,1223,9181
8.0,81,71,4.0,False,False,False,7393.918,43.104,1223,9181
9.0,23,71,2.0,False,False,False,7399.387,48.573,1223,9181
10.0,31,71,1.0,False,False,False,7413.693,62.879,1223,9181
11.0,10,71,0.0,False,False,False,7417.022,66.208,1223,9181
12.0,22,71,0.0,False,False,False,7429.796,78.982,1223,9181
13.0,27,71,0.0,False,False,False,7431.123,80.309,1223,9181
14.0,24,71,0.0,False,False,False,7432.49,81.676,1223,9181
15.0,77,71,0.0,False,False,False,7436.411,85.597,1223,9181
16.0,2,70,0.0,True,False,False,,,1223,9181
17.0,18,66,0.0,True,False,False,,,1223,9181
,14,47,0.0,True,False,False,,,1223,9181
,20,31,0.0,True,False,False,,,1223,9181
,11,1,0.0,True,False,False,,,1223,9181
