meeting_key,session_key,date,driver_number,lap_number,category,flag,scope,sector,qualifying_phase,message
1252,9662,2024-12-08T12:07:38+00:00,,1,Other,,,,,PINK HEAD PADDING MATERIAL MUST BE USED
1252,9662,2024-12-08T12:20:01+00:00,,1,Flag,GREEN,Track,,,GREEN LIGHT - PIT EXIT OPEN
1252,9662,2024-12-08T12:25:30+00:00,,1,Other,,,,,INCIDENT INVOLVING CAR 20 (MAG) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – PRACTICE START INFRINGEMENT
1252,9662,2024-12-08T12:30:01+00:00,,1,Other,,,,,PIT EXIT CLOSED
1252,9662,2024-12-08T12:32:42+00:00,,1,Other,,,,,FIA STEWARDS: INCIDENT INVOLVING CAR 20 (MAG) WILL BE INVESTIGATED AFTER THE RACE - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – PRACTICE START INFRINGEMENT
1252,9662,2024-12-08T12:45:12+00:00,,1,Other,,,,,RISK OF RAIN FOR F1 RACE IS 0%
1252,9662,2024-12-08T12:57:03+00:00,,1,Drs,,,,,DRS DISABLED
1252,9662,2024-12-08T13:03:35+00:00,,1,Flag,GREEN,Track,,,GREEN LIGHT - PIT EXIT OPEN
1252,9662,2024-12-08T13:03:35.033000+00:00,,1,SessionStatus,,,,,SESSION STARTED
1252,9662,2024-12-08T13:04:16+00:00,,1,Other,,,,,TURN 1 INCIDENT INVOLVING CARS 1 (VER) AND 81 (PIA) NOTED - CAUSING A COLLISION
1252,9662,2024-12-08T13:04:25+00:00,,1,Flag,DOUBLE YELLOW,Sector,9.0,,DOUBLE YELLOW IN TRACK SECTOR 9
1252,9662,2024-12-08T13:04:30+00:00,,1,Flag,CLEAR,Sector,9.0,,CLEAR IN TRACK SECTOR 9
1252,9662,2024-12-08T13:05:15+00:00,,2,Flag,YELLOW,Sector,13.0,,YELLOW IN TRACK SECTOR 13
1252,9662,2024-12-08T13:05:18+00:00,,2,Flag,DOUBLE YELLOW,Sector,14.0,,DOUBLE YELLOW IN TRACK SECTOR 14
1252,9662,2024-12-08T13:05:18+00:00,,2,Flag,YELLOW,Sector,14.0,,YELLOW IN TRACK SECTOR 14
1252,9662,2024-12-08T13:05:49+00:00,,2,Flag,DOUBLE YELLOW,Sector,14.0,,DOUBLE YELLOW IN TRACK SECTOR 14
1252,9662,2024-12-08T13:05:54+00:00,,2,SafetyCar,,,,,VIRTUAL SAFETY CAR DEPLOYED
1252,9662,2024-12-08T13:07:06+00:00,,3,Flag,DOUBLE YELLOW,Sector,12.0,,DOUBLE YELLOW IN TRACK SECTOR 12
1252,9662,2024-12-08T13:07:34+00:00,,3,Flag,CLEAR,Sector,12.0,,CLEAR IN TRACK SECTOR 12
1252,9662,2024-12-08T13:07:36+00:00,,3,Flag,CLEAR,Sector,13.0,,CLEAR IN TRACK SECTOR 13
1252,9662,2024-12-08T13:07:38+00:00,,3,Flag,CLEAR,Sector,14.0,,CLEAR IN TRACK SECTOR 14
1252,9662,2024-12-08T13:07:40+00:00,,3,SafetyCar,,,,,VIRTUAL SAFETY CAR ENDING
1252,9662,2024-12-08T13:07:51+00:00,,3,Flag,CLEAR,Track,,,TRACK CLEAR
1252,9662,2024-12-08T13:07:51+00:00,,3,Drs,,,,,DRS ENABLED
