position,driver_number,number_of_laps,points,dnf,dns,dsq,duration,gap_to_leader,meeting_key,session_key
1.0,1,52,26.0,False,False,False,5116.938,0.0,1214,9126
2.0,4,52,18.0,False,False,False,5120.736,3.798,1214,9126
3.0,44,52,15.0,False,False,False,5123.721,6.783,1214,9126
4.0,81,52,12.0,False,False,False,5124.714,7.776,1214,9126
5.0,63,52,10.0,False,False,False,5128.144,11.206,1214,9126
6.0,11,52,8.0,False,False,False,5129.82,12.882,1214,9126
7.0,14,52,6.0,False,False,False,5134.131,17.193,1214,9126
8.0,23,52,4.0,False,False,False,5134.816,17.878,1214,9126
9.0,16,52,2.0,False,False,False,5135.627,18.689,1214,9126
10.0,55,52,1.0,False,False,False,5136.386,19.448,1214,9126
11.0,2,52,0.0,False,False,False,5140.57,23.632,1214,9126
12.0,77,52,0.0,False,False,False,5142.768,25.83,1214,9126
13.0,27,52,0.0,False,False,False,5143.601,26.663,1214,9126
14.0,18,52,0.0,False,False,False,5144.421,27.483,1214,9126
15.0,24,52,0.0,False,False,False,5146.758,29.82,1214,9126
16.0,22,52,0.0,False,False,False,5148.163,31.225,1214,9126
17.0,21,52,0.0,False,False,False,5150.066,33.128,1214,9126
18.0,10,46,0.0,True,False,False,,,1214,9126
,20,31,0.0,True,False,False,,,1214,9126
,31,9,0.0,True,False,False,,,1214,9126
