position,driver_number,number_of_laps,points,dnf,dns,dsq,duration,gap_to_leader,meeting_key,session_key
1.0,1,72,25.0,False,False,False,8644.411,0.0,1217,9149
2.0,14,72,19.0,False,False,False,8648.155,3.744,1217,9149
3.0,10,72,15.0,False,False,False,8651.469,7.058,1217,9149
4.0,11,72,12.0,False,False,False,8654.479,10.068,1217,9149
5.0,55,72,10.0,False,False,False,8656.952,12.541,1217,9149
6.0,44,72,8.0,False,False,False,8657.62,13.209,1217,9149
7.0,4,72,6.0,False,False,False,8657.643,13.232,1217,9149
8.0,23,72,4.0,False,False,False,8659.566,15.155,1217,9149
9.0,81,72,2.0,False,False,False,8660.991,16.58,1217,9149
10.0,31,72,1.0,False,False,False,8662.757,18.346,1217,9149
11.0,18,72,0.0,False,False,False,8664.498,20.087,1217,9149
12.0,27,72,0.0,False,False,False,8665.251,20.84,1217,9149
13.0,40,72,0.0,False,False,False,8670.558,26.147,1217,9149
14.0,77,72,0.0,False,False,False,8671.799,27.388,1217,9149
15.0,22,72,0.0,False,False,False,8674.304,29.893,1217,9149
16.0,20,72,0.0,False,False,False,8675.821,31.41,1217,9149
17.0,63,72,0.0,False,False,False,8700.165,55.754,1217,9149
,24,62,0.0,True,False,False,,,1217,9149
,16,41,0.0,True,False,False,,,1217,9149
,2,14,0.0,True,False,False,,,1217,9149
