position,driver_number,lap_duration,meeting_key,session_key
1,11,86.841,1208,9074
2,14,87.202,1208,9074
3,55,87.349,1208,9074
4,20,87.767,1208,9074
5,10,87.786,1208,9074
6,63,87.804,1208,9074
7,16,87.861,1208,9074
8,31,87.935,1208,9074
9,1,,1208,9074
10,77,,1208,9074
11,23,87.795,1208,9074
12,27,87.903,1208,9074
13,44,87.975,1208,9074
14,24,88.091,1208,9074
15,21,88.395,1208,9074
16,4,88.394,1208,9074
17,22,88.429,1208,9074
18,18,88.476,1208,9074
19,81,88.484,1208,9074
20,2,88.577,1208,9074
