position,driver_number,lap_duration,meeting_key,session_key
1,1,70.727,1224,9304
2,16,71.021,1224,9304
3,18,71.344,1224,9304
4,14,71.387,1224,9304
5,44,71.469,1224,9304
6,4,71.987,1224,9304
7,55,71.989,1224,9304
8,63,71.59,1224,9304
9,11,72.321,1224,9304
10,81,,1224,9304
11,27,70.547,1224,9304
12,20,70.723,1224,9304
13,23,70.84,1224,9304
14,31,70.562,1224,9304
15,10,70.567,1224,9304
16,22,70.837,1224,9304
17,3,70.843,1224,9304
18,77,70.955,1224,9304
19,2,71.035,1224,9304
20,24,71.275,1224,9304
