session_key,session_type,session_name,date_start,date_end,meeting_key,circuit_key,circuit_short_name,country_key,country_code,country_name,location,gmt_offset,year,is_cancelled,season
9286,Qualifying,Sprint Qualifying,2023-07-29T10:00:00+00:00,2023-07-29T10:44:00+00:00,1216,7,Spa-Francorchamps,16,BEL,Belgium,Spa-Francorchamps,02:00:00,2023,False,2023
9140,Race,Sprint,2023-07-29T15:05:00+00:00,2023-07-29T15:35:00+00:00,1216,7,Spa-Francorchamps,16,BEL,Belgium,Spa-Francorchamps,02:00:00,2023,False,2023
9141,Race,Race,2023-07-30T13:00:00+00:00,2023-07-30T15:00:00+00:00,1216,7,Spa-Francorchamps,16,BEL,Belgium,Spa-Francorchamps,02:00:00,2023,False,2023
9142,Practice,Practice 1,2023-08-25T10:30:00+00:00,2023-08-25T11:30:00+00:00,1217,55,Zandvoort,133,NED,Netherlands,Zandvoort,02:00:00,2023,False,2023
9143,Practice,Practice 2,2023-08-25T14:00:00+00:00,2023-08-25T15:00:00+00:00,1217,55,Zandvoort,133,NED,Netherlands,Zandvoort,02:00:00,2023,False,2023
9144,Practice,Practice 3,2023-08-26T09:30:00+00:00,2023-08-26T10:30:00+00:00,1217,55,Zandvoort,133,NED,Netherlands,Zandvoort,02:00:00,2023,False,2023
9145,Qualifying,Qualifying,2023-08-26T13:00:00+00:00,2023-08-26T14:00:00+00:00,1217,55,Zandvoort,133,NED,Netherlands,Zandvoort,02:00:00,2023,False,2023
9149,Race,Race,2023-08-27T13:00:00+00:00,2023-08-27T15:00:00+00:00,1217,55,Zandvoort,133,NED,Netherlands,Zandvoort,02:00:00,2023,False,2023
9150,Practice,Practice 1,2023-09-01T11:30:00+00:00,2023-09-01T12:30:00+00:00,1218,39,Monza,13,ITA,Italy,Monza,02:00:00,2023,False,2023
9151,Practice,Practice 2,2023-09-01T15:00:00+00:00,2023-09-01T16:00:00+00:00,1218,39,Monza,13,ITA,Italy,Monza,02:00:00,2023,False,2023
9152,Practice,Practice 3,2023-09-02T10:30:00+00:00,2023-09-02T11:30:00+00:00,1218,39,Monza,13,ITA,Italy,Monza,02:00:00,2023,False,2023
9153,Qualifying,Qualifying,2023-09-02T14:00:00+00:00,2023-09-02T15:00:00+00:00,1218,39,Monza,13,ITA,Italy,Monza,02:00:00,2023,False,2023
9157,Race,Race,2023-09-03T13:00:00+00:00,2023-09-03T15:00:00+00:00,1218,39,Monza,13,ITA,Italy,Monza,02:00:00,2023,False,2023
9158,Practice,Practice 1,2023-09-15T09:30:00+00:00,2023-09-15T10:30:00+00:00,1219,61,Singapore,157,SGP,Singapore,Marina Bay,08:00:00,2023,False,2023
9159,Practice,Practice 2,2023-09-15T13:00:00+00:00,2023-09-15T14:00:00+00:00,1219,61,Singapore,157,SGP,Singapore,Marina Bay,08:00:00,2023,False,2023
9160,Practice,Practice 3,2023-09-16T09:30:00+00:00,2023-09-16T10:30:00+00:00,1219,61,Singapore,157,SGP,Singapore,Marina Bay,08:00:00,2023,False,2023
9161,Qualifying,Qualifying,2023-09-16T13:00:00+00:00,2023-09-16T14:00:00+00:00,1219,61,Singapore,157,SGP,Singapore,Marina Bay,08:00:00,2023,False,2023
9165,Race,Race,2023-09-17T12:00:00+00:00,2023-09-17T14:00:00+00:00,1219,61,Singapore,157,SGP,Singapore,Marina Bay,08:00:00,2023,False,2023
9166,Practice,Practice 1,2023-09-22T02:30:00+00:00,2023-09-22T03:30:00+00:00,1220,46,Suzuka,4,JPN,Japan,Suzuka,09:00:00,2023,False,2023
9167,Practice,Practice 2,2023-09-22T06:00:00+00:00,2023-09-22T07:00:00+00:00,1220,46,Suzuka,4,JPN,Japan,Suzuka,09:00:00,2023,False,2023
9168,Practice,Practice 3,2023-09-23T02:30:00+00:00,2023-09-23T03:30:00+00:00,1220,46,Suzuka,4,JPN,Japan,Suzuka,09:00:00,2023,False,2023
9169,Qualifying,Qualifying,2023-09-23T06:00:00+00:00,2023-09-23T07:00:00+00:00,1220,46,Suzuka,4,JPN,Japan,Suzuka,09:00:00,2023,False,2023
9173,Race,Race,2023-09-24T05:00:00+00:00,2023-09-24T07:00:00+00:00,1220,46,Suzuka,4,JPN,Japan,Suzuka,09:00:00,2023,False,2023
9214,Practice,Practice 1,2023-10-06T13:30:00+00:00,2023-10-06T14:30:00+00:00,1221,150,Lusail,149,QAT,Qatar,Lusail,03:00:00,2023,False,2023
9215,Qualifying,Qualifying,2023-10-06T17:00:00+00:00,2023-10-06T18:00:00+00:00,1221,150,Lusail,149,QAT,Qatar,Lusail,03:00:00,2023,False,2023
9298,Qualifying,Sprint Qualifying,2023-10-07T13:00:00+00:00,2023-10-07T13:44:00+00:00,1221,150,Lusail,149,QAT,Qatar,Lusail,03:00:00,2023,False,2023
9220,Race,Sprint,2023-10-07T17:30:00+00:00,2023-10-07T18:30:00+00:00,1221,150,Lusail,149,QAT,Qatar,Lusail,03:00:00,2023,False,2023
9221,Race,Race,2023-10-08T17:00:00+00:00,2023-10-08T19:00:00+00:00,1221,150,Lusail,149,QAT,Qatar,Lusail,03:00:00,2023,False,2023
9206,Practice,Practice 1,2023-10-20T17:30:00+00:00,2023-10-20T18:30:00+00:00,1222,9,Austin,19,USA,United States,Austin,-05:00:00,2023,False,2023
9207,Qualifying,Qualifying,2023-10-20T21:00:00+00:00,2023-10-20T22:00:00+00:00,1222,9,Austin,19,USA,United States,Austin,-05:00:00,2023,False,2023
9294,Qualifying,Sprint Qualifying,2023-10-21T17:30:00+00:00,2023-10-21T18:14:00+00:00,1222,9,Austin,19,USA,United States,Austin,-05:00:00,2023,False,2023
9212,Race,Sprint,2023-10-21T22:00:00+00:00,2023-10-21T23:00:00+00:00,1222,9,Austin,19,USA,United States,Austin,-05:00:00,2023,False,2023
9213,Race,Race,2023-10-22T19:00:00+00:00,2023-10-22T21:00:00+00:00,1222,9,Austin,19,USA,United States,Austin,-05:00:00,2023,False,2023
9174,Practice,Practice 1,2023-10-27T18:30:00+00:00,2023-10-27T19:30:00+00:00,1223,65,Mexico City,8,MEX,Mexico,Mexico City,-06:00:00,2023,False,2023
9175,Practice,Practice 2,2023-10-27T22:00:00+00:00,2023-10-27T23:00:00+00:00,1223,65,Mexico City,8,MEX,Mexico,Mexico City,-06:00:00,2023,False,2023
9176,Practice,Practice 3,2023-10-28T17:30:00+00:00,2023-10-28T18:30:00+00:00,1223,65,Mexico City,8,MEX,Mexico,Mexico City,-06:00:00,2023,False,2023
9177,Qualifying,Qualifying,2023-10-28T21:00:00+00:00,2023-10-28T22:00:00+00:00,1223,65,Mexico City,8,MEX,Mexico,Mexico City,-06:00:00,2023,False,2023
9181,Race,Race,2023-10-29T20:00:00+00:00,2023-10-29T22:00:00+00:00,1223,65,Mexico City,8,MEX,Mexico,Mexico City,-06:00:00,2023,False,2023
9198,Practice,Practice 1,2023-11-03T14:30:00+00:00,2023-11-03T15:30:00+00:00,1224,14,Interlagos,10,BRA,Brazil,São Paulo,-03:00:00,2023,False,2023
9304,Qualifying,Qualifying,2023-11-03T18:00:00+00:00,2023-11-03T19:00:00+00:00,1224,14,Interlagos,10,BRA,Brazil,São Paulo,-03:00:00,2023,False,2023
9308,Qualifying,Sprint Qualifying,2023-11-04T14:00:00+00:00,2023-11-04T14:44:00+00:00,1224,14,Interlagos,10,BRA,Brazil,São Paulo,-03:00:00,2023,False,2023
9204,Race,Sprint,2023-11-04T18:30:00+00:00,2023-11-04T19:00:00+00:00,1224,14,Interlagos,10,BRA,Brazil,São Paulo,-03:00:00,2023,False,2023
9205,Race,Race,2023-11-05T17:00:00+00:00,2023-11-05T19:00:00+00:00,1224,14,Interlagos,10,BRA,Brazil,São Paulo,-03:00:00,2023,False,2023
9182,Practice,Practice 1,2023-11-17T04:30:00+00:00,2023-11-17T05:30:00+00:00,1225,152,Las Vegas,19,USA,United States,Las Vegas,-08:00:00,2023,False,2023
9183,Practice,Practice 2,2023-11-17T08:00:00+00:00,2023-11-17T09:00:00+00:00,1225,152,Las Vegas,19,USA,United States,Las Vegas,-08:00:00,2023,False,2023
9184,Practice,Practice 3,2023-11-18T04:30:00+00:00,2023-11-18T05:30:00+00:00,1225,152,Las Vegas,19,USA,United States,Las Vegas,-08:00:00,2023,False,2023
9314,Qualifying,Qualifying,2023-11-18T08:00:00+00:00,2023-11-18T09:00:00+00:00,1225,152,Las Vegas,19,USA,United States,Las Vegas,-08:00:00,2023,False,2023
9189,Race,Race,2023-11-19T06:00:00+00:00,2023-11-19T07:59:59+00:00,1225,152,Las Vegas,19,USA,United States,Las Vegas,-08:00:00,2023,False,2023
9190,Practice,Practice 1,2023-11-24T09:30:00+00:00,2023-11-24T10:30:00+00:00,1226,70,Yas Marina Circuit,21,UAE,United Arab Emirates,Yas Island,04:00:00,2023,False,2023
9191,Practice,Practice 2,2023-11-24T13:00:00+00:00,2023-11-24T14:00:00+00:00,1226,70,Yas Marina Circuit,21,UAE,United Arab Emirates,Yas Island,04:00:00,2023,False,2023
9192,Practice,Practice 3,2023-11-25T10:30:00+00:00,2023-11-25T11:30:00+00:00,1226,70,Yas Marina Circuit,21,UAE,United Arab Emirates,Yas Island,04:00:00,2023,False,2023
9193,Qualifying,Qualifying,2023-11-25T14:00:00+00:00,2023-11-25T15:00:00+00:00,1226,70,Yas Marina Circuit,21,UAE,United Arab Emirates,Yas Island,04:00:00,2023,False,2023
9197,Race,Race,2023-11-26T13:00:00+00:00,2023-11-26T15:00:00+00:00,1226,70,Yas Marina Circuit,21,UAE,United Arab Emirates,Yas Island,04:00:00,2023,False,2023
