meeting_key,session_key,date,driver_number,lap_number,category,flag,scope,sector,qualifying_phase,message
1247,9617,2024-10-20T18:07:00+00:00,,1,Other,,,,,PINK HEAD PADDING MATERIAL MUST BE USED
1247,9617,2024-10-20T18:20:00+00:00,,1,Flag,GREEN,Track,,,GREEN LIGHT - PIT EXIT OPEN
1247,9617,2024-10-20T18:30:00+00:00,,1,Other,,,,,PIT EXIT CLOSED
1247,9617,2024-10-20T18:45:08+00:00,,1,Other,,,,,RISK OF RAIN FOR F1 RACE IS 0 %
1247,9617,2024-10-20T18:57:03+00:00,,1,Drs,,,,,DRS DISABLED
1247,9617,2024-10-20T19:03:48.550000+00:00,,1,SessionStatus,,,,,SESSION STARTED
1247,9617,2024-10-20T19:03:49+00:00,,1,Flag,GREEN,Track,,,GREEN LIGHT - PIT EXIT OPEN
1247,9617,2024-10-20T19:04:04+00:00,,1,Flag,DOUBLE YELLOW,Sector,3.0,,DOUBLE YELLOW IN TRACK SECTOR 3
1247,9617,2024-10-20T19:04:13+00:00,,1,Flag,YELLOW,Sector,3.0,,YELLOW IN TRACK SECTOR 3
1247,9617,2024-10-20T19:04:16+00:00,,1,Flag,CLEAR,Sector,3.0,,CLEAR IN TRACK SECTOR 3
1247,9617,2024-10-20T19:05:00+00:00,,1,Other,,,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 4
1247,9617,2024-10-20T19:05:05+00:00,,1,Other,,,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 3
1247,9617,2024-10-20T19:05:13+00:00,,1,Flag,CLEAR,Sector,4.0,,CLEAR IN TRACK SECTOR 4
1247,9617,2024-10-20T19:05:46+00:00,,2,Drs,,,,,DRS ENABLED
1247,9617,2024-10-20T19:05:57+00:00,,2,Flag,CLEAR,Sector,3.0,,CLEAR IN TRACK SECTOR 3
1247,9617,2024-10-20T19:07:13+00:00,,3,Flag,YELLOW,Sector,19.0,,YELLOW IN TRACK SECTOR 19
1247,9617,2024-10-20T19:08:06+00:00,,3,SafetyCar,,,,,SAFETY CAR DEPLOYED
1247,9617,2024-10-20T19:08:26+00:00,,3,Flag,DOUBLE YELLOW,Sector,19.0,,DOUBLE YELLOW IN TRACK SECTOR 19
1247,9617,2024-10-20T19:09:16+00:00,,4,Other,,,,,CAR 18 (STR) TIME 1:42.792 DELETED - TRACK LIMITS AT TURN 19 LAP 2 14:07:11
1247,9617,2024-10-20T19:09:49+00:00,,4,Other,,,,,LAP 1 TURN 1 INCIDENT INVOLVING CARS 23 (ALB) AND 31 (OCO) NOTED - CAUSING A COLLISION
1247,9617,2024-10-20T19:10:00+00:00,,4,Other,,,,,CAR 30 (LAW) TIME 1:42.809 DELETED - TRACK LIMITS AT TURN 12 LAP 2 14:06:44
1247,9617,2024-10-20T19:10:57+00:00,,4,Other,,,,,FIA STEWARDS: LAP 1 TURN 1 INCIDENT INVOLVING CARS 23 (ALB) AND 31 (OCO) REVIEWED NO FURTHER INVESTIGATION - CAUSING A COLLISION
1247,9617,2024-10-20T19:11:15+00:00,,4,Other,,,,,RECOVERY VEHICLE ON TRACK AT TURN 19
1247,9617,2024-10-20T19:13:07+00:00,,5,SafetyCar,,,,,SAFETY CAR IN THIS LAP
1247,9617,2024-10-20T19:13:13+00:00,,5,Flag,CLEAR,Sector,19.0,,CLEAR IN TRACK SECTOR 19
1247,9617,2024-10-20T19:14:18+00:00,,5,Flag,CLEAR,Track,,,TRACK CLEAR
1247,9617,2024-10-20T19:16:27+00:00,,7,Drs,,,,,DRS ENABLED
1247,9617,2024-10-20T19:16:44+00:00,,7,Other,,,,,CAR 10 (GAS) TIME 2:40.207 DELETED - TRACK LIMITS AT TURN 20 LAP 5 14:14:32
1247,9617,2024-10-20T19:16:55+00:00,,7,Other,,,,,CAR 10 (GAS) TIME 1:42.096 DELETED - TRACK LIMITS AT TURN 20 (NEXT LAP)
1247,9617,2024-10-20T19:18:05+00:00,,8,Other,,,,,CAR 18 (STR) TIME 1:47.096 DELETED - TRACK LIMITS AT TURN 9 LAP 6 14:15:14
1247,9617,2024-10-20T19:18:36+00:00,,8,Other,,,,,CAR 43 (COL) TIME 1:43.338 DELETED - TRACK LIMITS AT TURN 20 LAP 6 14:16:19
1247,9617,2024-10-20T19:18:40+00:00,,8,Other,,,,,CAR 43 (COL) TIME 1:42.278 DELETED - TRACK LIMITS AT TURN 20 (NEXT LAP)
1247,9617,2024-10-20T19:19:14+00:00,,8,Other,,,,,TURN 15 INCIDENT INVOLVING CARS 18 (STR) AND 23 (ALB) NOTED - LEAVING THE TRACK AND GAINING AN ADVANTAGE
1247,9617,2024-10-20T19:20:32+00:00,,9,Other,,,,,CAR 18 (STR) TIME 1:47.096 DELETED - TRACK LIMITS AT TURN 11 LAP 6 14:15:28
