position,driver_number,lap_duration,meeting_key,session_key,session_name,season,meeting_name,circuit_short_name,date_start,race_key,driver,driver_full_name,team_name
16,10,91.992,1255,9994,Qualifying,2025,Chinese Grand Prix,Shanghai,2025-03-22T07:00:00+00:00,shanghai,,,
17,87,92.018,1255,9994,Qualifying,2025,Chinese Grand Prix,Shanghai,2025-03-22T07:00:00+00:00,shanghai,,,
18,7,92.092,1255,9994,Qualifying,2025,Chinese Grand Prix,Shanghai,2025-03-22T07:00:00+00:00,shanghai,,,
19,5,92.141,1255,9994,Qualifying,2025,Chinese Grand Prix,Shanghai,2025-03-22T07:00:00+00:00,shanghai,,,
20,30,92.174,1255,9994,Qualifying,2025,Chinese Grand Prix,Shanghai,2025-03-22T07:00:00+00:00,shanghai,,,
1,1,86.983,1256,10002,Qualifying,2025,Japanese Grand Prix,Suzuka,2025-04-05T06:00:00+00:00,suzuka,,,
2,4,86.995,1256,10002,Qualifying,2025,Japanese Grand Prix,Suzuka,2025-04-05T06:00:00+00:00,suzuka,,,
3,81,87.027,1256,10002,Qualifying,2025,Japanese Grand Prix,Suzuka,2025-04-05T06:00:00+00:00,suzuka,,,
4,16,87.299,1256,10002,Qualifying,2025,Japanese Grand Prix,Suzuka,2025-04-05T06:00:00+00:00,suzuka,,,
5,63,87.318,1256,10002,Qualifying,2025,Japanese Grand Prix,Suzuka,2025-04-05T06:00:00+00:00,suzuka,,,
6,12,87.555,1256,10002,Qualifying,2025,Japanese Grand Prix,Suzuka,2025-04-05T06:00:00+00:00,suzuka,,,
7,6,87.569,1256,10002,Qualifying,2025,Japanese Grand Prix,Suzuka,2025-04-05T06:00:00+00:00,suzuka,,,
8,44,87.61,1256,10002,Qualifying,2025,Japanese Grand Prix,Suzuka,2025-04-05T06:00:00+00:00,suzuka,,,
9,23,87.615,1256,10002,Qualifying,2025,Japanese Grand Prix,Suzuka,2025-04-05T06:00:00+00:00,suzuka,,,
10,87,87.867,1256,10002,Qualifying,2025,Japanese Grand Prix,Suzuka,2025-04-05T06:00:00+00:00,suzuka,,,
11,10,87.822,1256,10002,Qualifying,2025,Japanese Grand Prix,Suzuka,2025-04-05T06:00:00+00:00,suzuka,,,
12,14,87.897,1256,10002,Qualifying,2025,Japanese Grand Prix,Suzuka,2025-04-05T06:00:00+00:00,suzuka,,,
13,30,87.906,1256,10002,Qualifying,2025,Japanese Grand Prix,Suzuka,2025-04-05T06:00:00+00:00,suzuka,,,
14,22,88.0,1256,10002,Qualifying,2025,Japanese Grand Prix,Suzuka,2025-04-05T06:00:00+00:00,suzuka,,,
15,55,87.836,1256,10002,Qualifying,2025,Japanese Grand Prix,Suzuka,2025-04-05T06:00:00+00:00,suzuka,,,
16,27,88.57,1256,10002,Qualifying,2025,Japanese Grand Prix,Suzuka,2025-04-05T06:00:00+00:00,suzuka,,,
17,5,88.622,1256,10002,Qualifying,2025,Japanese Grand Prix,Suzuka,2025-04-05T06:00:00+00:00,suzuka,,,
18,31,88.696,1256,10002,Qualifying,2025,Japanese Grand Prix,Suzuka,2025-04-05T06:00:00+00:00,suzuka,,,
19,7,88.877,1256,10002,Qualifying,2025,Japanese Grand Prix,Suzuka,2025-04-05T06:00:00+00:00,suzuka,,,
20,18,89.271,1256,10002,Qualifying,2025,Japanese Grand Prix,Suzuka,2025-04-05T06:00:00+00:00,suzuka,,,
1,81,89.841,1257,10010,Qualifying,2025,Bahrain Grand Prix,Sakhir,2025-04-12T16:00:00+00:00,sakhir,,,
2,16,90.175,1257,10010,Qualifying,2025,Bahrain Grand Prix,Sakhir,2025-04-12T16:00:00+00:00,sakhir,,,
3,63,90.009,1257,10010,Qualifying,2025,Bahrain Grand Prix,Sakhir,2025-04-12T16:00:00+00:00,sakhir,,,
4,10,90.216,1257,10010,Qualifying,2025,Bahrain Grand Prix,Sakhir,2025-04-12T16:00:00+00:00,sakhir,,,
5,12,90.213,1257,10010,Qualifying,2025,Bahrain Grand Prix,Sakhir,2025-04-12T16:00:00+00:00,sakhir,,,
6,4,90.267,1257,10010,Qualifying,2025,Bahrain Grand Prix,Sakhir,2025-04-12T16:00:00+00:00,sakhir,,,
7,1,90.423,1257,10010,Qualifying,2025,Bahrain Grand Prix,Sakhir,2025-04-12T16:00:00+00:00,sakhir,,,
8,55,90.68,1257,10010,Qualifying,2025,Bahrain Grand Prix,Sakhir,2025-04-12T16:00:00+00:00,sakhir,,,
9,44,90.772,1257,10010,Qualifying,2025,Bahrain Grand Prix,Sakhir,2025-04-12T16:00:00+00:00,sakhir,,,
10,22,91.303,1257,10010,Qualifying,2025,Bahrain Grand Prix,Sakhir,2025-04-12T16:00:00+00:00,sakhir,,,
11,7,91.245,1257,10010,Qualifying,2025,Bahrain Grand Prix,Sakhir,2025-04-12T16:00:00+00:00,sakhir,,,
12,6,91.271,1257,10010,Qualifying,2025,Bahrain Grand Prix,Sakhir,2025-04-12T16:00:00+00:00,sakhir,,,
13,14,91.886,1257,10010,Qualifying,2025,Bahrain Grand Prix,Sakhir,2025-04-12T16:00:00+00:00,sakhir,,,
14,31,,1257,10010,Qualifying,2025,Bahrain Grand Prix,Sakhir,2025-04-12T16:00:00+00:00,sakhir,,,
15,23,,1257,10010,Qualifying,2025,Bahrain Grand Prix,Sakhir,2025-04-12T16:00:00+00:00,sakhir,,,
16,27,92.067,1257,10010,Qualifying,2025,Bahrain Grand Prix,Sakhir,2025-04-12T16:00:00+00:00,sakhir,,,
17,30,92.165,1257,10010,Qualifying,2025,Bahrain Grand Prix,Sakhir,2025-04-12T16:00:00+00:00,sakhir,,,
18,5,92.186,1257,10010,Qualifying,2025,Bahrain Grand Prix,Sakhir,2025-04-12T16:00:00+00:00,sakhir,,,
19,18,92.283,1257,10010,Qualifying,2025,Bahrain Grand Prix,Sakhir,2025-04-12T16:00:00+00:00,sakhir,,,
20,87,92.373,1257,10010,Qualifying,2025,Bahrain Grand Prix,Sakhir,2025-04-12T16:00:00+00:00,sakhir,,,
1,1,87.294,1258,10018,Qualifying,2025,Saudi Arabian Grand Prix,Jeddah,2025-04-19T17:00:00+00:00,jeddah,,,
2,81,87.304,1258,10018,Qualifying,2025,Saudi Arabian Grand Prix,Jeddah,2025-04-19T17:00:00+00:00,jeddah,,,
3,63,87.407,1258,10018,Qualifying,2025,Saudi Arabian Grand Prix,Jeddah,2025-04-19T17:00:00+00:00,jeddah,,,
4,16,87.67,1258,10018,Qualifying,2025,Saudi Arabian Grand Prix,Jeddah,2025-04-19T17:00:00+00:00,jeddah,,,
5,12,87.866,1258,10018,Qualifying,2025,Saudi Arabian Grand Prix,Jeddah,2025-04-19T17:00:00+00:00,jeddah,,,
6,55,88.164,1258,10018,Qualifying,2025,Saudi Arabian Grand Prix,Jeddah,2025-04-19T17:00:00+00:00,jeddah,,,
7,44,88.201,1258,10018,Qualifying,2025,Saudi Arabian Grand Prix,Jeddah,2025-04-19T17:00:00+00:00,jeddah,,,
8,22,88.204,1258,10018,Qualifying,2025,Saudi Arabian Grand Prix,Jeddah,2025-04-19T17:00:00+00:00,jeddah,,,
9,10,88.367,1258,10018,Qualifying,2025,Saudi Arabian Grand Prix,Jeddah,2025-04-19T17:00:00+00:00,jeddah,,,
10,4,,1258,10018,Qualifying,2025,Saudi Arabian Grand Prix,Jeddah,2025-04-19T17:00:00+00:00,jeddah,,,
11,23,88.109,1258,10018,Qualifying,2025,Saudi Arabian Grand Prix,Jeddah,2025-04-19T17:00:00+00:00,jeddah,,,
12,30,88.191,1258,10018,Qualifying,2025,Saudi Arabian Grand Prix,Jeddah,2025-04-19T17:00:00+00:00,jeddah,,,
13,14,88.303,1258,10018,Qualifying,2025,Saudi Arabian Grand Prix,Jeddah,2025-04-19T17:00:00+00:00,jeddah,,,
14,6,88.418,1258,10018,Qualifying,2025,Saudi Arabian Grand Prix,Jeddah,2025-04-19T17:00:00+00:00,jeddah,,,
15,87,88.648,1258,10018,Qualifying,2025,Saudi Arabian Grand Prix,Jeddah,2025-04-19T17:00:00+00:00,jeddah,,,
16,18,88.645,1258,10018,Qualifying,2025,Saudi Arabian Grand Prix,Jeddah,2025-04-19T17:00:00+00:00,jeddah,,,
17,7,88.739,1258,10018,Qualifying,2025,Saudi Arabian Grand Prix,Jeddah,2025-04-19T17:00:00+00:00,jeddah,,,
18,27,88.782,1258,10018,Qualifying,2025,Saudi Arabian Grand Prix,Jeddah,2025-04-19T17:00:00+00:00,jeddah,,,
19,31,89.092,1258,10018,Qualifying,2025,Saudi Arabian Grand Prix,Jeddah,2025-04-19T17:00:00+00:00,jeddah,,,
20,5,89.462,1258,10018,Qualifying,2025,Saudi Arabian Grand Prix,Jeddah,2025-04-19T17:00:00+00:00,jeddah,,,
1,1,86.204,1259,10029,Qualifying,2025,Miami Grand Prix,Miami,2025-05-03T20:00:00+00:00,miami,,,
2,4,86.269,1259,10029,Qualifying,2025,Miami Grand Prix,Miami,2025-05-03T20:00:00+00:00,miami,,,
3,12,86.271,1259,10029,Qualifying,2025,Miami Grand Prix,Miami,2025-05-03T20:00:00+00:00,miami,,,
4,81,86.375,1259,10029,Qualifying,2025,Miami Grand Prix,Miami,2025-05-03T20:00:00+00:00,miami,,,
5,63,86.385,1259,10029,Qualifying,2025,Miami Grand Prix,Miami,2025-05-03T20:00:00+00:00,miami,,,
6,55,86.569,1259,10029,Qualifying,2025,Miami Grand Prix,Miami,2025-05-03T20:00:00+00:00,miami,,,
7,23,86.682,1259,10029,Qualifying,2025,Miami Grand Prix,Miami,2025-05-03T20:00:00+00:00,miami,,,
8,16,86.754,1259,10029,Qualifying,2025,Miami Grand Prix,Miami,2025-05-03T20:00:00+00:00,miami,,,
9,31,86.824,1259,10029,Qualifying,2025,Miami Grand Prix,Miami,2025-05-03T20:00:00+00:00,miami,,,
10,22,86.943,1259,10029,Qualifying,2025,Miami Grand Prix,Miami,2025-05-03T20:00:00+00:00,miami,,,
11,6,86.987,1259,10029,Qualifying,2025,Miami Grand Prix,Miami,2025-05-03T20:00:00+00:00,miami,,,
12,44,87.006,1259,10029,Qualifying,2025,Miami Grand Prix,Miami,2025-05-03T20:00:00+00:00,miami,,,
13,5,87.151,1259,10029,Qualifying,2025,Miami Grand Prix,Miami,2025-05-03T20:00:00+00:00,miami,,,
14,7,87.186,1259,10029,Qualifying,2025,Miami Grand Prix,Miami,2025-05-03T20:00:00+00:00,miami,,,
15,30,87.363,1259,10029,Qualifying,2025,Miami Grand Prix,Miami,2025-05-03T20:00:00+00:00,miami,,,
16,27,87.473,1259,10029,Qualifying,2025,Miami Grand Prix,Miami,2025-05-03T20:00:00+00:00,miami,,,
17,14,87.604,1259,10029,Qualifying,2025,Miami Grand Prix,Miami,2025-05-03T20:00:00+00:00,miami,,,
18,18,87.83,1259,10029,Qualifying,2025,Miami Grand Prix,Miami,2025-05-03T20:00:00+00:00,miami,,,
19,87,87.999,1259,10029,Qualifying,2025,Miami Grand Prix,Miami,2025-05-03T20:00:00+00:00,miami,,,
20,10,87.71,1259,10029,Qualifying,2025,Miami Grand Prix,Miami,2025-05-03T20:00:00+00:00,miami,,,
1,81,74.67,1260,9983,Qualifying,2025,Emilia Romagna Grand Prix,Imola,2025-05-17T14:00:00+00:00,imola,,,
2,1,74.704,1260,9983,Qualifying,2025,Emilia Romagna Grand Prix,Imola,2025-05-17T14:00:00+00:00,imola,,,
3,63,74.807,1260,9983,Qualifying,2025,Emilia Romagna Grand Prix,Imola,2025-05-17T14:00:00+00:00,imola,,,
4,4,74.962,1260,9983,Qualifying,2025,Emilia Romagna Grand Prix,Imola,2025-05-17T14:00:00+00:00,imola,,,
5,14,75.431,1260,9983,Qualifying,2025,Emilia Romagna Grand Prix,Imola,2025-05-17T14:00:00+00:00,imola,,,
6,55,75.432,1260,9983,Qualifying,2025,Emilia Romagna Grand Prix,Imola,2025-05-17T14:00:00+00:00,imola,,,
7,23,75.473,1260,9983,Qualifying,2025,Emilia Romagna Grand Prix,Imola,2025-05-17T14:00:00+00:00,imola,,,
8,18,75.581,1260,9983,Qualifying,2025,Emilia Romagna Grand Prix,Imola,2025-05-17T14:00:00+00:00,imola,,,
9,6,75.746,1260,9983,Qualifying,2025,Emilia Romagna Grand Prix,Imola,2025-05-17T14:00:00+00:00,imola,,,
10,10,75.787,1260,9983,Qualifying,2025,Emilia Romagna Grand Prix,Imola,2025-05-17T14:00:00+00:00,imola,,,
11,16,75.604,1260,9983,Qualifying,2025,Emilia Romagna Grand Prix,Imola,2025-05-17T14:00:00+00:00,imola,,,
12,44,75.765,1260,9983,Qualifying,2025,Emilia Romagna Grand Prix,Imola,2025-05-17T14:00:00+00:00,imola,,,
13,12,75.772,1260,9983,Qualifying,2025,Emilia Romagna Grand Prix,Imola,2025-05-17T14:00:00+00:00,imola,,,
14,5,76.26,1260,9983,Qualifying,2025,Emilia Romagna Grand Prix,Imola,2025-05-17T14:00:00+00:00,imola,,,
15,30,76.379,1260,9983,Qualifying,2025,Emilia Romagna Grand Prix,Imola,2025-05-17T14:00:00+00:00,imola,,,
16,43,,1260,9983,Qualifying,2025,Emilia Romagna Grand Prix,Imola,2025-05-17T14:00:00+00:00,imola,,,
17,27,76.518,1260,9983,Qualifying,2025,Emilia Romagna Grand Prix,Imola,2025-05-17T14:00:00+00:00,imola,,,
18,31,76.613,1260,9983,Qualifying,2025,Emilia Romagna Grand Prix,Imola,2025-05-17T14:00:00+00:00,imola,,,
19,87,76.918,1260,9983,Qualifying,2025,Emilia Romagna Grand Prix,Imola,2025-05-17T14:00:00+00:00,imola,,,
20,22,,1260,9983,Qualifying,2025,Emilia Romagna Grand Prix,Imola,2025-05-17T14:00:00+00:00,imola,,,
1,4,69.954,1261,9975,Qualifying,2025,Monaco Grand Prix,Monte Carlo,2025-05-24T14:00:00+00:00,monte carlo,,,
2,16,70.063,1261,9975,Qualifying,2025,Monaco Grand Prix,Monte Carlo,2025-05-24T14:00:00+00:00,monte carlo,,,
3,81,70.129,1261,9975,Qualifying,2025,Monaco Grand Prix,Monte Carlo,2025-05-24T14:00:00+00:00,monte carlo,,,
4,1,70.669,1261,9975,Qualifying,2025,Monaco Grand Prix,Monte Carlo,2025-05-24T14:00:00+00:00,monte carlo,,,
5,6,70.923,1261,9975,Qualifying,2025,Monaco Grand Prix,Monte Carlo,2025-05-24T14:00:00+00:00,monte carlo,,,
6,14,70.924,1261,9975,Qualifying,2025,Monaco Grand Prix,Monte Carlo,2025-05-24T14:00:00+00:00,monte carlo,,,
7,44,70.382,1261,9975,Qualifying,2025,Monaco Grand Prix,Monte Carlo,2025-05-24T14:00:00+00:00,monte carlo,,,
8,31,70.942,1261,9975,Qualifying,2025,Monaco Grand Prix,Monte Carlo,2025-05-24T14:00:00+00:00,monte carlo,,,
9,30,71.129,1261,9975,Qualifying,2025,Monaco Grand Prix,Monte Carlo,2025-05-24T14:00:00+00:00,monte carlo,,,
10,23,71.213,1261,9975,Qualifying,2025,Monaco Grand Prix,Monte Carlo,2025-05-24T14:00:00+00:00,monte carlo,,,
11,55,71.362,1261,9975,Qualifying,2025,Monaco Grand Prix,Monte Carlo,2025-05-24T14:00:00+00:00,monte carlo,,,
12,22,71.415,1261,9975,Qualifying,2025,Monaco Grand Prix,Monte Carlo,2025-05-24T14:00:00+00:00,monte carlo,,,
13,27,71.596,1261,9975,Qualifying,2025,Monaco Grand Prix,Monte Carlo,2025-05-24T14:00:00+00:00,monte carlo,,,
14,63,,1261,9975,Qualifying,2025,Monaco Grand Prix,Monte Carlo,2025-05-24T14:00:00+00:00,monte carlo,,,
15,12,,1261,9975,Qualifying,2025,Monaco Grand Prix,Monte Carlo,2025-05-24T14:00:00+00:00,monte carlo,,,
16,5,71.902,1261,9975,Qualifying,2025,Monaco Grand Prix,Monte Carlo,2025-05-24T14:00:00+00:00,monte carlo,,,
17,10,71.994,1261,9975,Qualifying,2025,Monaco Grand Prix,Monte Carlo,2025-05-24T14:00:00+00:00,monte carlo,,,
18,43,72.597,1261,9975,Qualifying,2025,Monaco Grand Prix,Monte Carlo,2025-05-24T14:00:00+00:00,monte carlo,,,
19,18,72.563,1261,9975,Qualifying,2025,Monaco Grand Prix,Monte Carlo,2025-05-24T14:00:00+00:00,monte carlo,,,
20,87,71.979,1261,9975,Qualifying,2025,Monaco Grand Prix,Monte Carlo,2025-05-24T14:00:00+00:00,monte carlo,,,
1,81,71.546,1262,9967,Qualifying,2025,Spanish Grand Prix,Catalunya,2025-05-31T14:00:00+00:00,catalunya,,,
2,4,71.755,1262,9967,Qualifying,2025,Spanish Grand Prix,Catalunya,2025-05-31T14:00:00+00:00,catalunya,,,
3,1,71.848,1262,9967,Qualifying,2025,Spanish Grand Prix,Catalunya,2025-05-31T14:00:00+00:00,catalunya,,,
4,63,71.848,1262,9967,Qualifying,2025,Spanish Grand Prix,Catalunya,2025-05-31T14:00:00+00:00,catalunya,,,
5,44,72.045,1262,9967,Qualifying,2025,Spanish Grand Prix,Catalunya,2025-05-31T14:00:00+00:00,catalunya,,,
6,12,72.111,1262,9967,Qualifying,2025,Spanish Grand Prix,Catalunya,2025-05-31T14:00:00+00:00,catalunya,,,
7,16,72.131,1262,9967,Qualifying,2025,Spanish Grand Prix,Catalunya,2025-05-31T14:00:00+00:00,catalunya,,,
8,10,72.199,1262,9967,Qualifying,2025,Spanish Grand Prix,Catalunya,2025-05-31T14:00:00+00:00,catalunya,,,
9,6,72.252,1262,9967,Qualifying,2025,Spanish Grand Prix,Catalunya,2025-05-31T14:00:00+00:00,catalunya,,,
10,14,72.284,1262,9967,Qualifying,2025,Spanish Grand Prix,Catalunya,2025-05-31T14:00:00+00:00,catalunya,,,
11,23,72.641,1262,9967,Qualifying,2025,Spanish Grand Prix,Catalunya,2025-05-31T14:00:00+00:00,catalunya,,,
12,5,72.756,1262,9967,Qualifying,2025,Spanish Grand Prix,Catalunya,2025-05-31T14:00:00+00:00,catalunya,,,
13,30,72.763,1262,9967,Qualifying,2025,Spanish Grand Prix,Catalunya,2025-05-31T14:00:00+00:00,catalunya,,,
14,18,73.058,1262,9967,Qualifying,2025,Spanish Grand Prix,Catalunya,2025-05-31T14:00:00+00:00,catalunya,,,
15,87,73.315,1262,9967,Qualifying,2025,Spanish Grand Prix,Catalunya,2025-05-31T14:00:00+00:00,catalunya,,,
16,27,73.19,1262,9967,Qualifying,2025,Spanish Grand Prix,Catalunya,2025-05-31T14:00:00+00:00,catalunya,,,
17,31,73.201,1262,9967,Qualifying,2025,Spanish Grand Prix,Catalunya,2025-05-31T14:00:00+00:00,catalunya,,,
18,55,73.203,1262,9967,Qualifying,2025,Spanish Grand Prix,Catalunya,2025-05-31T14:00:00+00:00,catalunya,,,
19,43,73.334,1262,9967,Qualifying,2025,Spanish Grand Prix,Catalunya,2025-05-31T14:00:00+00:00,catalunya,,,
20,22,73.385,1262,9967,Qualifying,2025,Spanish Grand Prix,Catalunya,2025-05-31T14:00:00+00:00,catalunya,,,
1,63,70.899,1263,9959,Qualifying,2025,Canadian Grand Prix,Montreal,2025-06-14T20:00:00+00:00,montreal,,,
2,1,71.059,1263,9959,Qualifying,2025,Canadian Grand Prix,Montreal,2025-06-14T20:00:00+00:00,montreal,,,
3,81,71.12,1263,9959,Qualifying,2025,Canadian Grand Prix,Montreal,2025-06-14T20:00:00+00:00,montreal,,,
4,12,71.391,1263,9959,Qualifying,2025,Canadian Grand Prix,Montreal,2025-06-14T20:00:00+00:00,montreal,,,
5,44,71.526,1263,9959,Qualifying,2025,Canadian Grand Prix,Montreal,2025-06-14T20:00:00+00:00,montreal,,,
6,14,71.586,1263,9959,Qualifying,2025,Canadian Grand Prix,Montreal,2025-06-14T20:00:00+00:00,montreal,,,
7,4,71.625,1263,9959,Qualifying,2025,Canadian Grand Prix,Montreal,2025-06-14T20:00:00+00:00,montreal,,,
8,16,71.682,1263,9959,Qualifying,2025,Canadian Grand Prix,Montreal,2025-06-14T20:00:00+00:00,montreal,,,
9,23,71.907,1263,9959,Qualifying,2025,Canadian Grand Prix,Montreal,2025-06-14T20:00:00+00:00,montreal,,,
10,43,72.142,1263,9959,Qualifying,2025,Canadian Grand Prix,Montreal,2025-06-14T20:00:00+00:00,montreal,,,
11,27,72.183,1263,9959,Qualifying,2025,Canadian Grand Prix,Montreal,2025-06-14T20:00:00+00:00,montreal,,,
12,6,71.867,1263,9959,Qualifying,2025,Canadian Grand Prix,Montreal,2025-06-14T20:00:00+00:00,montreal,,,
13,87,72.34,1263,9959,Qualifying,2025,Canadian Grand Prix,Montreal,2025-06-14T20:00:00+00:00,montreal,,,
14,31,72.634,1263,9959,Qualifying,2025,Canadian Grand Prix,Montreal,2025-06-14T20:00:00+00:00,montreal,,,
15,5,72.385,1263,9959,Qualifying,2025,Canadian Grand Prix,Montreal,2025-06-14T20:00:00+00:00,montreal,,,
16,55,72.398,1263,9959,Qualifying,2025,Canadian Grand Prix,Montreal,2025-06-14T20:00:00+00:00,montreal,,,
17,18,72.517,1263,9959,Qualifying,2025,Canadian Grand Prix,Montreal,2025-06-14T20:00:00+00:00,montreal,,,
18,22,72.102,1263,9959,Qualifying,2025,Canadian Grand Prix,Montreal,2025-06-14T20:00:00+00:00,montreal,,,
19,30,72.525,1263,9959,Qualifying,2025,Canadian Grand Prix,Montreal,2025-06-14T20:00:00+00:00,montreal,,,
20,10,72.667,1263,9959,Qualifying,2025,Canadian Grand Prix,Montreal,2025-06-14T20:00:00+00:00,montreal,,,
1,4,63.971,1264,9951,Qualifying,2025,Austrian Grand Prix,Spielberg,2025-06-28T14:00:00+00:00,spielberg,,,
2,16,64.492,1264,9951,Qualifying,2025,Austrian Grand Prix,Spielberg,2025-06-28T14:00:00+00:00,spielberg,,,
3,81,64.554,1264,9951,Qualifying,2025,Austrian Grand Prix,Spielberg,2025-06-28T14:00:00+00:00,spielberg,,,
4,44,64.582,1264,9951,Qualifying,2025,Austrian Grand Prix,Spielberg,2025-06-28T14:00:00+00:00,spielberg,,,
5,63,64.763,1264,9951,Qualifying,2025,Austrian Grand Prix,Spielberg,2025-06-28T14:00:00+00:00,spielberg,,,
6,30,64.926,1264,9951,Qualifying,2025,Austrian Grand Prix,Spielberg,2025-06-28T14:00:00+00:00,spielberg,,,
7,1,64.929,1264,9951,Qualifying,2025,Austrian Grand Prix,Spielberg,2025-06-28T14:00:00+00:00,spielberg,,,
8,5,65.132,1264,9951,Qualifying,2025,Austrian Grand Prix,Spielberg,2025-06-28T14:00:00+00:00,spielberg,,,
9,12,65.276,1264,9951,Qualifying,2025,Austrian Grand Prix,Spielberg,2025-06-28T14:00:00+00:00,spielberg,,,
10,10,65.649,1264,9951,Qualifying,2025,Austrian Grand Prix,Spielberg,2025-06-28T14:00:00+00:00,spielberg,,,
11,14,65.128,1264,9951,Qualifying,2025,Austrian Grand Prix,Spielberg,2025-06-28T14:00:00+00:00,spielberg,,,
12,23,65.205,1264,9951,Qualifying,2025,Austrian Grand Prix,Spielberg,2025-06-28T14:00:00+00:00,spielberg,,,
13,6,65.226,1264,9951,Qualifying,2025,Austrian Grand Prix,Spielberg,2025-06-28T14:00:00+00:00,spielberg,,,
