meeting_key,session_key,date,driver_number,lap_number,category,flag,scope,sector,qualifying_phase,message
1207,9070,2023-04-30T10:01:11+00:00,,1,Other,,,,,PINK HEAD PADDING MATERIAL MUST BE USED
1207,9070,2023-04-30T10:10:00+00:00,,1,Flag,GREEN,Track,,,GREEN LIGHT - PIT EXIT OPEN
1207,9070,2023-04-30T10:12:24+00:00,,1,Flag,YELLOW,Sector,6.0,,YELLOW IN TRACK SECTOR 6
1207,9070,2023-04-30T10:13:08+00:00,,1,Flag,CLEAR,Sector,6.0,,CLEAR IN TRACK SECTOR 6
1207,9070,2023-04-30T10:14:17+00:00,,1,Flag,DOUBLE YELLOW,Sector,2.0,,DOUBLE YELLOW IN TRACK SECTOR 2
1207,9070,2023-04-30T10:14:18+00:00,,1,Other,,,,,DRS DISABLED IN ZONE 2
1207,9070,2023-04-30T10:14:31+00:00,,1,Other,,,,,DRS ENABLED IN ZONE 2
1207,9070,2023-04-30T10:14:31+00:00,,1,Flag,CLEAR,Sector,2.0,,CLEAR IN TRACK SECTOR 2
1207,9070,2023-04-30T10:20:01+00:00,,1,Other,,,,,PIT EXIT CLOSED
1207,9070,2023-04-30T10:45:09+00:00,,1,Other,,,,,RISK OF RAIN FOR F1 RACE IS 20 %
1207,9070,2023-04-30T10:57:15+00:00,,1,Drs,,,,,DRS DISABLED
1207,9070,2023-04-30T11:04:03.227000+00:00,,1,SessionStatus,,,,,SESSION STARTED
1207,9070,2023-04-30T11:04:04+00:00,,1,Flag,GREEN,Track,,,GREEN LIGHT - PIT EXIT OPEN
1207,9070,2023-04-30T11:04:37+00:00,,1,Other,,,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 3
1207,9070,2023-04-30T11:05:07+00:00,,1,Flag,DOUBLE YELLOW,Sector,3.0,,DOUBLE YELLOW IN TRACK SECTOR 3
1207,9070,2023-04-30T11:05:15+00:00,,1,Flag,YELLOW,Sector,2.0,,YELLOW IN TRACK SECTOR 2
1207,9070,2023-04-30T11:05:22+00:00,,1,Flag,CLEAR,Sector,3.0,,CLEAR IN TRACK SECTOR 3
1207,9070,2023-04-30T11:05:23+00:00,,1,Flag,DOUBLE YELLOW,Sector,3.0,,DOUBLE YELLOW IN TRACK SECTOR 3
1207,9070,2023-04-30T11:05:23+00:00,,1,Flag,CLEAR,Sector,2.0,,CLEAR IN TRACK SECTOR 2
1207,9070,2023-04-30T11:07:37+00:00,,2,Drs,,,,,DRS ENABLED
1207,9070,2023-04-30T11:11:59+00:00,,5,Other,,,,,LAP 1 TURN 2 INCIDENT NOTED - CAUSING A COLLISION
1207,9070,2023-04-30T11:12:59+00:00,,5,Other,,,,,FIA STEWARDS: LAP 1 TURN 2 INCIDENT REVIEWED NO FURTHER INVESTIGATION - CAUSING A COLLISION
1207,9070,2023-04-30T11:21:02+00:00,,10,Flag,YELLOW,Sector,5.0,,YELLOW IN TRACK SECTOR 5
1207,9070,2023-04-30T11:21:04+00:00,,10,Other,,,,,DRS DISABLED IN ZONE 1
1207,9070,2023-04-30T11:21:10+00:00,,10,Flag,CLEAR,Sector,5.0,,CLEAR IN TRACK SECTOR 5
1207,9070,2023-04-30T11:21:10+00:00,,10,Other,,,,,DRS ENABLED IN ZONE 1
1207,9070,2023-04-30T11:21:25+00:00,,10,Flag,YELLOW,Sector,8.0,,YELLOW IN TRACK SECTOR 8
1207,9070,2023-04-30T11:21:25+00:00,,10,Flag,DOUBLE YELLOW,Sector,8.0,,DOUBLE YELLOW IN TRACK SECTOR 8
1207,9070,2023-04-30T11:21:26+00:00,,10,Flag,YELLOW,Sector,7.0,,YELLOW IN TRACK SECTOR 7
1207,9070,2023-04-30T11:22:24+00:00,,11,SafetyCar,,,,,SAFETY CAR DEPLOYED
1207,9070,2023-04-30T11:26:40+00:00,,12,Other,,,,,RECOVERY VEHICLE ON TRACK AT TURN 6
1207,9070,2023-04-30T11:28:42+00:00,,13,SafetyCar,,,,,SAFETY CAR IN THIS LAP
1207,9070,2023-04-30T11:29:44+00:00,,13,Flag,CLEAR,Track,,,TRACK CLEAR
1207,9070,2023-04-30T11:29:44+00:00,,13,Flag,CLEAR,Sector,7.0,,CLEAR IN TRACK SECTOR 7
1207,9070,2023-04-30T11:29:44+00:00,,13,Flag,CLEAR,Sector,8.0,,CLEAR IN TRACK SECTOR 8
1207,9070,2023-04-30T11:32:37+00:00,,15,Other,,,,,PIT LANE INCIDENT INVOLVING CAR 11 (PER) NOTED - UNSAFE RELEASE
1207,9070,2023-04-30T11:33:31+00:00,,15,Drs,,,,,DRS ENABLED
1207,9070,2023-04-30T11:34:04+00:00,,16,Other,,,,,FIA STEWARDS: PIT LANE INCIDENT INVOLVING CAR 11 (PER) REVIEWED NO FURTHER INVESTIGATION - UNSAFE RELEASE
1207,9070,2023-04-30T11:35:12+00:00,,16,Other,,,,,PIT ENTRY INCIDENT INVOLVING CAR 63 (RUS) NOTED 
1207,9070,2023-04-30T11:35:45+00:00,,17,Flag,YELLOW,Sector,2.0,,YELLOW IN TRACK SECTOR 2
1207,9070,2023-04-30T11:35:46+00:00,,17,Flag,CLEAR,Sector,2.0,,CLEAR IN TRACK SECTOR 2
1207,9070,2023-04-30T11:36:09+00:00,,17,Other,,,,,FIA STEWARDS: PIT ENTRY INCIDENT INVOLVING CAR 63 (RUS) REVIEWED NO FURTHER INVESTIGATION 
1207,9070,2023-04-30T11:41:10+00:00,,20,Other,,,,,CAR 18 (STR) TIME 1:48.008 DELETED - TRACK LIMITS AT TURN 16 LAP 19 15:40:29
1207,9070,2023-04-30T12:20:33+00:00,77.0,42,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 16:20:32
1207,9070,2023-04-30T12:22:03+00:00,77.0,43,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 16:22:02
1207,9070,2023-04-30T12:32:26+00:00,,49,Flag,YELLOW,Sector,2.0,,YELLOW IN TRACK SECTOR 2
1207,9070,2023-04-30T12:32:27+00:00,,49,Other,,,,,DRS DISABLED IN ZONE 2
1207,9070,2023-04-30T12:32:28+00:00,,49,Other,,,,,DRS ENABLED IN ZONE 2
1207,9070,2023-04-30T12:32:28+00:00,,49,Flag,CLEAR,Sector,2.0,,CLEAR IN TRACK SECTOR 2
1207,9070,2023-04-30T12:34:22+00:00,,50,Other,,,,,CAR 63 (RUS) LAP DELETED - TRACK LIMITS AT TURN 1 LAP 49 16:32:26 (PIT)
1207,9070,2023-04-30T12:36:44+00:00,,51,Flag,CHEQUERED,Track,,,CHEQUERED FLAG
1207,9070,2023-04-30T12:36:45.861000+00:00,,51,SessionStatus,,,,,SESSION FINISHED
1207,9070,2023-04-30T12:46:46+00:00,,51,Flag,DOUBLE YELLOW,Sector,18.0,,DOUBLE YELLOW IN TRACK SECTOR 18
1207,9070,2023-04-30T12:46:48+00:00,,51,Flag,CLEAR,Sector,18.0,,CLEAR IN TRACK SECTOR 18
