position,driver_number,number_of_laps,points,dnf,dns,dsq,duration,gap_to_leader,meeting_key,session_key
1.0,44,44,25.0,False,False,False,4797.566,0.0,1242,9574
2.0,81,44,18.0,False,False,False,4798.213,0.647,1242,9574
3.0,16,44,15.0,False,False,False,4805.589,8.023,1242,9574
4.0,1,44,12.0,False,False,False,4806.266,8.7,1242,9574
5.0,4,44,10.0,False,False,False,4806.89,9.324,1242,9574
6.0,55,44,8.0,False,False,False,4816.835,19.269,1242,9574
7.0,11,44,7.0,False,False,False,4840.235,42.669,1242,9574
8.0,14,44,4.0,False,False,False,4847.003,49.437,1242,9574
9.0,31,44,2.0,False,False,False,4849.592,52.026,1242,9574
10.0,3,44,1.0,False,False,False,4851.966,54.4,1242,9574
11.0,18,44,0.0,False,False,False,4860.051,62.485,1242,9574
12.0,23,44,0.0,False,False,False,4860.691,63.125,1242,9574
13.0,10,44,0.0,False,False,False,4861.405,63.839,1242,9574
14.0,20,44,0.0,False,False,False,4863.671,66.105,1242,9574
15.0,77,44,0.0,False,False,False,4867.678,70.112,1242,9574
16.0,22,44,0.0,False,False,False,4873.777,76.211,1242,9574
17.0,2,44,0.0,False,False,False,4883.097,85.531,1242,9574
18.0,27,44,0.0,False,False,False,4885.873,88.307,1242,9574
,24,5,0.0,True,False,False,,,1242,9574
,63,44,0.0,False,False,True,4797.04,,1242,9574
