position,driver_number,number_of_laps,points,dnf,dns,dsq,duration,gap_to_leader,meeting_key,session_key
1.0,1,57,25.0,False,False,False,5465.323,0,1251,9655
2.0,16,57,18.0,False,False,False,5471.354,6.031,1251,9655
3.0,81,57,15.0,False,False,False,5472.142,6.819,1251,9655
4.0,63,57,12.0,False,False,False,5479.427,14.104,1251,9655
5.0,10,57,10.0,False,False,False,5482.105,16.782,1251,9655
6.0,55,57,8.0,False,False,False,5482.799,17.476,1251,9655
7.0,14,57,6.0,False,False,False,5485.19,19.867,1251,9655
8.0,24,57,4.0,False,False,False,5490.683,25.36,1251,9655
9.0,20,57,2.0,False,False,False,5497.5,32.177,1251,9655
10.0,4,57,2.0,False,False,False,5501.085,35.762,1251,9655
11.0,77,57,0.0,False,False,False,5515.566,50.243,1251,9655
12.0,44,57,0.0,False,False,False,5521.445,56.122,1251,9655
13.0,22,57,0.0,False,False,False,5526.423,61.1,1251,9655
14.0,30,57,0.0,False,False,False,5527.979,62.656,1251,9655
15.0,23,56,0.0,False,False,False,,+1 LAP,1251,9655
,27,39,0.0,True,False,False,,,1251,9655
,11,38,0.0,True,False,False,,,1251,9655
,18,8,0.0,True,False,False,,,1251,9655
,43,0,0.0,True,False,False,,,1251,9655
,31,0,0.0,True,False,False,,,1251,9655
