position,driver_number,number_of_laps,points,dnf,dns,dsq,duration,gap_to_leader,meeting_key,session_key
1.0,55,58,25.0,False,False,False,4826.843,0,1231,9488
2.0,16,58,19.0,False,False,False,4829.209,2.366,1231,9488
3.0,4,58,15.0,False,False,False,4832.747,5.904,1231,9488
4.0,81,58,12.0,False,False,False,4862.613,35.77,1231,9488
5.0,11,58,10.0,False,False,False,4883.152,56.309,1231,9488
6.0,18,58,8.0,False,False,False,4920.065,93.222,1231,9488
7.0,22,58,6.0,False,False,False,4922.444,95.601,1231,9488
8.0,14,58,4.0,False,False,False,4927.835,100.992,1231,9488
9.0,27,58,2.0,False,False,False,4931.396,104.553,1231,9488
10.0,20,57,1.0,False,False,False,,+1 LAP,1231,9488
11.0,23,57,0.0,False,False,False,,+1 LAP,1231,9488
12.0,3,57,0.0,False,False,False,,+1 LAP,1231,9488
13.0,10,57,0.0,False,False,False,,+1 LAP,1231,9488
14.0,77,57,0.0,False,False,False,,+1 LAP,1231,9488
15.0,24,57,0.0,False,False,False,,+1 LAP,1231,9488
16.0,31,57,0.0,False,False,False,,+1 LAP,1231,9488
17.0,63,56,0.0,True,False,False,,,1231,9488
,44,15,0.0,True,False,False,,,1231,9488
,1,3,0.0,True,False,False,,,1231,9488
