position,driver_number,number_of_laps,points,dnf,dns,dsq,duration,gap_to_leader,meeting_key,session_key
1.0,1,56,25.0,False,False,False,6052.554,0.0,1233,9673
2.0,4,56,18.0,False,False,False,6066.327,13.773,1233,9673
3.0,11,56,15.0,False,False,False,6071.714,19.16,1233,9673
4.0,16,56,12.0,False,False,False,6076.177,23.623,1233,9673
5.0,55,56,10.0,False,False,False,6086.537,33.983,1233,9673
6.0,63,56,8.0,False,False,False,6091.278,38.724,1233,9673
7.0,14,56,7.0,False,False,False,6095.968,43.414,1233,9673
8.0,81,56,4.0,False,False,False,6108.752,56.198,1233,9673
9.0,44,56,2.0,False,False,False,6110.54,57.986,1233,9673
10.0,27,56,1.0,False,False,False,6113.03,60.476,1233,9673
11.0,31,56,0.0,False,False,False,6115.366,62.812,1233,9673
12.0,23,56,0.0,False,False,False,6118.06,65.506,1233,9673
13.0,10,56,0.0,False,False,False,6121.777,69.223,1233,9673
14.0,24,56,0.0,False,False,False,6124.243,71.689,1233,9673
15.0,18,56,0.0,False,False,False,6135.34,82.786,1233,9673
16.0,20,56,0.0,False,False,False,6140.087,87.533,1233,9673
17.0,2,56,0.0,False,False,False,6147.664,95.11,1233,9673
,3,33,0.0,True,False,False,,,1233,9673
,22,26,0.0,True,False,False,,,1233,9673
,77,19,0.0,True,False,False,,,1233,9673
